GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC05_EST_VC01,HC05_MOE_VC01,HC06_EST_VC01,HC06_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC05_EST_VC02,HC05_MOE_VC02,HC06_EST_VC02,HC06_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC05_EST_VC03,HC05_MOE_VC03,HC06_EST_VC03,HC06_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC05_EST_VC04,HC05_MOE_VC04,HC06_EST_VC04,HC06_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC05_EST_VC05,HC05_MOE_VC05,HC06_EST_VC05,HC06_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC05_EST_VC06,HC05_MOE_VC06,HC06_EST_VC06,HC06_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC05_EST_VC07,HC05_MOE_VC07,HC06_EST_VC07,HC06_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC05_EST_VC08,HC05_MOE_VC08,HC06_EST_VC08,HC06_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC05_EST_VC09,HC05_MOE_VC09,HC06_EST_VC09,HC06_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC05_EST_VC10,HC05_MOE_VC10,HC06_EST_VC10,HC06_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC05_EST_VC11,HC05_MOE_VC11,HC06_EST_VC11,HC06_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC04_EST_VC12,HC04_MOE_VC12,HC05_EST_VC12,HC05_MOE_VC12,HC06_EST_VC12,HC06_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC05_EST_VC13,HC05_MOE_VC13,HC06_EST_VC13,HC06_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC04_EST_VC14,HC04_MOE_VC14,HC05_EST_VC14,HC05_MOE_VC14,HC06_EST_VC14,HC06_MOE_VC14,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17,HC05_EST_VC17,HC05_MOE_VC17,HC06_EST_VC17,HC06_MOE_VC17
0400000US44,44,Rhode Island,524975,7017,69.1,1.1,3.1,0.4,10.8,0.7,12.0,0.9,4.9,0.5,2182,957,56.4,23.4,2.5,4.2,3.3,5.8,0.0,7.7,37.9,22.5,27396,2450,65.3,4.8,9.6,2.8,2.8,2.2,2.8,1.4,19.6,4.5,60010,3604,94.9,1.7,2.3,1.0,1.0,0.7,0.8,0.7,1.0,0.6,16246,2268,86.3,4.8,5.8,3.0,2.4,1.6,0.0,1.1,5.5,3.4,61602,4555,90.2,2.0,3.5,1.4,2.2,0.8,0.5,0.3,3.6,1.2,19422,1776,72.1,6.1,0.9,0.9,3.2,2.1,21.5,5.7,2.3,1.7,8301,1774,80.6,5.9,0.0,2.1,9.6,4.4,7.4,4.1,2.4,2.1,33971,2997,79.0,3.5,3.5,1.4,8.1,2.4,1.4,0.9,8.0,1.8,48899,3901,77.1,2.8,7.2,1.7,3.1,1.0,3.0,1.1,9.6,1.6,143781,5735,48.9,2.4,1.0,0.4,25.3,1.9,22.2,2.2,2.6,0.8,58377,4829,86.1,2.8,3.0,1.1,6.9,2.6,1.7,0.7,2.3,0.8,23162,2841,49.9,6.1,4.7,2.2,32.1,5.0,1.4,1.3,11.9,2.7,21626,2591,0.0,0.8,0.0,0.8,0.0,0.8,100.0,0.8,0.0,0.8,10.5,,,,,,,,,,,
0400000US45,45,South Carolina,2165702,18106,70.6,0.5,3.0,0.2,6.2,0.2,14.7,0.4,5.5,0.3,22037,2794,71.8,6.2,5.5,2.6,1.2,1.0,2.6,1.7,18.9,5.0,138903,5638,72.7,2.2,7.6,1.0,0.7,0.3,3.2,0.8,15.7,1.9,301688,10255,96.3,0.6,0.7,0.2,0.9,0.2,1.1,0.3,1.0,0.3,57417,4310,91.6,2.0,4.4,1.4,0.6,0.4,0.2,0.2,3.2,1.2,263192,10020,90.9,0.9,3.7,0.6,1.7,0.4,0.5,0.2,3.2,0.5,100414,6185,75.5,1.9,2.2,0.8,3.3,0.8,13.6,1.7,5.4,1.2,40960,4128,87.1,2.5,2.5,1.2,1.9,1.1,6.5,2.2,2.0,0.9,126989,6057,80.9,2.1,5.2,0.9,3.6,0.7,2.5,0.7,7.8,1.6,215323,8307,77.0,1.7,5.9,0.9,1.6,0.4,4.0,0.6,11.4,1.0,470753,11872,44.4,1.3,1.3,0.3,14.9,0.7,37.6,1.2,1.9,0.3,221811,9671,88.3,1.3,2.1,0.6,3.0,0.6,3.5,0.7,3.1,0.8,111964,5406,39.7,2.8,5.5,1.1,32.9,2.9,0.4,0.3,21.5,2.2,94251,4424,0.0,0.2,0.0,0.2,0.0,0.2,100.0,0.2,0.0,0.2,10.7,,,,,,,,,,,
0400000US46,46,South Dakota,436852,6056,61.6,0.9,4.2,0.4,11.4,0.6,14.1,0.7,8.6,0.5,29093,2066,35.5,3.4,9.9,1.9,0.3,0.3,1.6,1.0,52.6,3.5,32182,2459,66.0,4.5,11.8,3.2,0.9,0.6,9.0,1.9,12.4,2.3,45422,2733,95.1,1.2,2.2,1.0,0.7,0.4,0.3,0.4,1.6,0.7,12632,1297,91.3,2.9,2.3,1.4,0.1,0.2,1.2,1.6,5.1,2.3,45981,2981,90.6,2.0,3.8,1.2,1.2,0.6,0.6,0.4,3.8,1.3,19976,1725,60.2,5.2,7.3,3.0,6.9,2.8,17.2,3.4,8.4,2.6,6577,1184,79.9,6.5,3.7,2.9,3.8,3.8,10.4,5.6,2.3,2.1,30383,2329,86.7,3.0,3.6,1.5,2.3,1.1,2.6,1.2,4.8,1.7,28537,2850,71.0,4.0,8.4,2.1,3.7,1.6,5.3,2.0,11.5,2.5,106014,4127,33.1,2.1,0.7,0.3,35.4,2.2,28.3,2.0,2.5,0.6,41711,2466,85.4,2.4,2.6,1.1,3.3,1.6,5.1,1.3,3.6,1.2,19241,1742,34.9,4.2,7.6,3.2,33.3,4.1,0.8,0.9,23.4,4.2,19103,1871,0.0,0.5,0.0,0.5,0.0,0.5,100.0,0.5,0.0,0.5,7.5,,,,,,,,,,,
0400000US47,47,Tennessee,2998814,17849,70.1,0.4,2.1,0.1,7.6,0.2,13.5,0.3,6.8,0.2,28833,2598,56.6,4.5,4.5,1.5,0.8,0.7,1.8,1.1,36.3,4.6,178799,7880,66.6,2.0,4.9,0.7,1.6,0.6,5.8,0.8,21.0,1.5,390879,10240,96.3,0.5,0.7,0.2,1.0,0.3,0.7,0.2,1.4,0.3,81434,5208,92.9,1.3,1.9,0.6,0.6,0.5,0.3,0.2,4.3,1.0,370274,11095,90.5,0.9,2.4,0.4,2.5,0.6,0.3,0.1,4.3,0.6,193532,7896,72.0,1.7,2.0,0.5,2.7,0.6,19.6,1.5,3.7,0.7,54708,3960,78.1,3.1,2.0,0.8,4.4,1.2,6.0,2.0,9.6,2.4,171030,7115,82.0,1.5,3.6,0.7,4.0,0.7,2.2,0.6,8.2,1.2,297811,9151,77.5,1.1,4.1,0.4,2.6,0.4,3.3,0.4,12.5,1.0,672449,10357,47.1,0.9,0.8,0.1,19.1,0.8,30.4,0.9,2.7,0.3,286287,8623,86.8,1.1,1.6,0.4,4.1,0.7,3.1,0.5,4.5,0.6,153214,7240,40.0,2.1,3.6,0.9,32.2,1.7,1.2,0.5,23.1,2.0,119564,5822,0.0,0.1,0.0,0.1,0.0,0.1,100.0,0.1,0.0,0.1,10.1,,,,,,,,,,,
0400000US48,48,Texas,12693901,33476,72.2,0.2,2.7,0.1,5.5,0.1,12.9,0.2,6.6,0.1,434422,10363,87.0,0.9,2.7,0.4,1.0,0.3,0.7,0.2,8.6,0.7,1032811,22228,76.1,0.8,4.3,0.4,1.0,0.2,2.6,0.3,15.8,0.7,1102394,18359,95.2,0.4,1.4,0.2,1.0,0.1,0.8,0.2,1.7,0.2,385618,13238,90.9,0.8,3.8,0.6,1.0,0.3,0.3,0.2,4.0,0.6,1483751,20483,91.7,0.4,2.3,0.2,1.4,0.2,0.7,0.1,4.0,0.3,727529,14637,77.2,1.0,2.3,0.3,2.3,0.3,12.1,0.7,6.0,0.7,228993,10335,87.6,1.4,1.8,0.4,2.8,0.6,3.7,0.7,4.1,0.7,831946,14843,84.5,0.7,4.2,0.4,2.5,0.3,2.0,0.3,6.8,0.5,1444739,24199,79.1,0.5,5.3,0.3,1.6,0.2,2.2,0.2,11.7,0.4,2692663,26518,48.4,0.6,1.4,0.1,14.5,0.4,33.2,0.5,2.5,0.2,1158080,20905,88.5,0.6,1.9,0.2,2.6,0.3,2.6,0.2,4.4,0.4,654384,14333,47.4,1.1,4.6,0.5,24.3,1.1,0.7,0.2,23.0,1.0,516571,12569,0.0,0.1,0.0,0.1,0.0,0.1,100.0,0.1,0.0,0.1,10.2,,,,,,,,,,,
0400000US49,49,Utah,1414337,12253,69.2,0.6,4.2,0.3,7.6,0.4,14.2,0.5,4.8,0.3,27880,2738,74.1,4.1,7.2,2.4,3.7,2.7,6.1,1.9,8.8,2.1,95518,5893,78.4,2.7,8.1,1.3,2.3,0.9,3.0,0.7,8.1,1.6,160034,5538,93.9,1.0,1.5,0.5,1.9,0.6,0.5,0.4,2.1,0.5,39870,3454,91.9,2.0,4.1,1.3,1.3,1.0,0.9,0.6,1.8,0.9,174176,6413,90.2,1.1,2.8,0.6,2.4,0.7,0.8,0.3,3.8,0.8,63254,4247,74.4,2.6,3.3,1.1,2.8,1.1,16.2,2.0,3.3,1.1,30519,2611,82.9,3.4,3.4,1.9,2.7,1.2,7.6,2.3,3.4,1.8,95405,5346,79.0,2.3,9.4,1.7,5.2,1.1,1.2,0.5,5.2,1.1,167707,6714,79.1,1.6,7.8,1.0,2.9,0.6,2.2,0.5,8.0,1.2,294547,7762,39.4,1.5,2.5,0.4,21.6,1.0,33.6,1.4,2.9,0.5,130400,6529,86.5,1.5,2.5,1.1,2.9,0.7,4.2,0.7,3.8,0.7,63294,4545,46.5,2.8,8.0,1.4,26.7,3.0,0.7,0.5,18.1,2.6,71733,4417,0.0,0.2,0.0,0.2,0.0,0.2,100.0,0.2,0.0,0.2,9.5,,,,,,,,,,,
0400000US50,50,Vermont,327841,3836,57.7,1.3,4.4,0.5,15.5,0.9,13.7,0.9,8.8,0.6,7978,1153,51.1,5.8,11.1,4.4,2.8,2.0,2.5,2.1,32.6,6.9,23105,1825,56.8,4.5,12.0,2.3,0.1,0.1,6.8,2.2,24.2,4.2,35990,2532,92.6,1.6,2.0,0.9,1.4,0.9,0.4,0.3,3.6,1.1,7070,1037,89.4,4.4,5.5,3.7,0.7,0.8,0.4,0.5,4.0,2.2,37554,2781,88.9,2.4,3.4,1.3,3.2,1.4,0.3,0.5,4.1,1.2,11140,1589,59.9,6.6,5.3,3.3,4.1,2.4,23.0,5.6,7.8,3.1,7587,1103,79.1,5.6,1.7,1.8,7.4,3.9,8.4,3.2,3.4,1.9,15579,1571,73.8,4.9,4.6,1.8,11.2,3.5,2.9,2.0,7.4,2.5,28190,2267,57.8,4.5,12.1,2.8,5.2,1.8,4.9,2.1,20.0,3.5,92695,3573,30.5,2.1,1.9,0.6,41.1,2.0,22.4,2.0,4.0,0.8,31142,2254,81.2,3.3,2.9,1.2,7.0,1.7,2.9,1.6,6.0,1.8,14035,1484,33.5,5.6,4.8,1.9,31.2,6.0,1.8,2.5,28.6,5.3,15776,1505,0.0,0.6,0.0,0.6,0.0,0.6,100.0,0.6,0.0,0.6,7.1,,,,,,,,,,,
0400000US51,51,Virginia,4081600,17473,63.9,0.4,3.3,0.2,7.9,0.3,19.8,0.3,5.1,0.2,41564,3482,66.1,4.2,7.4,2.0,1.4,1.0,2.5,1.3,22.6,4.0,264211,9172,75.3,1.3,7.2,0.9,1.1,0.3,4.1,0.5,12.2,1.0,292968,8246,91.2,0.9,1.4,0.3,1.5,0.5,4.4,0.6,1.6,0.4,80107,5527,92.9,1.3,3.6,0.9,1.1,0.5,0.7,0.6,1.6,0.6,440930,10664,90.8,0.7,2.7,0.4,1.7,0.3,1.9,0.3,3.1,0.5,170067,6684,68.3,1.8,3.3,0.8,2.9,0.6,20.0,1.7,5.5,0.9,82960,4786,78.0,2.3,3.2,1.0,6.5,1.4,9.3,1.5,3.0,0.8,262304,8917,79.8,1.2,4.5,0.6,5.6,0.8,5.2,0.7,5.0,0.6,600339,12730,77.8,0.7,6.2,0.5,3.8,0.4,4.4,0.4,7.8,0.5,893646,12090,41.9,0.9,1.8,0.2,17.9,0.7,35.3,0.9,3.1,0.3,372891,12395,84.5,1.0,2.3,0.4,4.5,0.6,4.9,0.6,3.8,0.5,222770,7510,41.4,1.7,5.9,0.8,36.6,1.8,0.8,0.2,15.4,1.3,356843,9553,0.0,0.1,0.0,0.1,0.0,0.1,100.0,0.1,0.0,0.1,12.1,,,,,,,,,,,
0400000US53,53,Washington,3397974,18026,66.3,0.5,4.0,0.2,7.9,0.2,15.7,0.3,6.1,0.2,90552,6286,78.7,2.6,6.5,1.4,2.2,1.0,2.4,0.6,10.2,1.8,220035,6805,73.6,1.4,9.3,1.1,0.5,0.2,5.4,0.7,11.2,1.2,350048,10424,92.5,0.7,1.9,0.3,1.0,0.2,2.9,0.4,1.6,0.3,97515,4927,89.1,1.5,5.4,1.1,1.1,0.5,0.4,0.4,3.9,1.1,398511,10883,90.9,0.8,3.2,0.6,2.3,0.4,0.8,0.2,2.8,0.4,184739,7112,66.2,1.7,2.4,0.5,1.9,0.5,24.9,1.6,4.5,0.9,74707,4417,82.3,2.4,2.4,1.0,2.7,0.9,7.7,1.5,4.9,1.3,184280,6549,75.5,1.6,7.0,1.1,7.4,1.0,2.1,0.5,8.0,1.1,423282,10595,74.6,1.2,7.1,0.7,3.8,0.5,3.0,0.4,11.5,0.8,725258,11007,37.6,0.9,2.1,0.3,21.9,0.7,34.6,0.9,3.8,0.3,315472,9818,84.7,1.1,2.8,0.5,4.6,0.8,3.7,0.6,4.1,0.7,160199,7262,43.5,2.1,5.8,1.0,27.1,1.9,0.6,0.2,23.0,1.9,173376,6901,0.0,0.1,0.0,0.1,0.0,0.1,100.0,0.1,0.0,0.1,9.8,,,,,,,,,,,
0400000US54,54,West Virginia,738438,8483,67.2,0.9,2.0,0.2,7.8,0.5,18.4,0.7,4.6,0.4,30840,2670,89.9,2.6,2.2,1.4,1.3,1.0,1.8,1.1,4.8,1.7,46635,3735,69.8,3.2,4.5,1.5,1.3,0.6,10.2,2.1,14.2,2.4,54976,3239,95.2,1.3,1.1,0.6,1.3,0.7,0.4,0.5,2.0,0.7,16555,2499,93.7,3.3,1.3,1.0,0.0,0.9,0.3,0.5,4.7,3.0,90100,5076,92.3,1.7,1.6,0.6,2.1,0.8,0.5,0.2,3.5,1.1,39036,3626,74.8,3.5,2.4,1.3,2.6,1.4,15.8,3.0,4.4,1.4,10825,1594,80.0,7.0,4.8,4.2,6.9,4.2,7.2,3.3,1.1,1.2,29253,2444,80.0,3.6,4.2,1.9,4.8,1.8,3.6,1.2,7.4,2.2,59098,4024,78.6,2.5,3.6,1.3,2.0,0.8,5.2,1.3,10.6,2.0,211493,6300,47.9,1.5,0.5,0.2,18.3,1.3,31.5,1.5,1.8,0.5,69272,4728,89.9,1.8,1.5,0.7,2.9,0.9,3.7,1.1,2.1,0.8,30674,2537,44.2,3.6,8.4,2.6,29.8,3.6,0.7,0.8,16.8,3.4,49681,3640,0.0,0.3,0.0,0.3,0.0,0.3,100.0,0.3,0.0,0.3,7.8,,,,,,,,,,,
0400000US55,55,Wisconsin,2959655,11488,70.6,0.4,3.0,0.1,8.9,0.3,12.2,0.2,5.3,0.2,70472,2733,51.8,1.9,10.6,1.2,0.9,0.4,1.3,0.6,35.4,1.9,166958,5009,69.0,1.4,8.8,0.9,1.0,0.4,5.8,0.7,15.4,1.2,545817,10307,96.3,0.3,1.2,0.2,1.1,0.2,0.3,0.1,1.1,0.2,77350,4008,93.1,1.3,3.4,0.8,0.8,0.4,0.2,0.2,2.5,0.8,336036,7680,91.8,0.7,3.0,0.5,1.9,0.3,0.4,0.1,2.9,0.4,129628,5101,75.6,1.5,2.7,0.5,1.5,0.4,15.6,1.3,4.6,0.7,45447,2969,80.1,2.3,1.2,0.5,3.0,1.2,11.3,2.0,4.3,1.5,178380,6079,83.5,1.2,3.6,0.6,5.8,0.7,1.6,0.5,5.4,0.7,242636,6725,77.9,1.0,6.4,0.6,2.4,0.4,3.1,0.4,10.2,0.9,684079,10429,41.1,0.8,1.2,0.2,26.1,0.8,29.3,0.8,2.3,0.2,262062,6062,85.1,1.0,3.1,0.5,4.7,0.6,3.6,0.5,3.6,0.4,120893,4672,44.9,2.0,5.4,0.8,31.0,1.8,0.5,0.2,18.2,1.7,99897,4327,0.0,0.1,0.0,0.1,0.0,0.1,100.0,0.1,0.0,0.1,8.7,,,,,,,,,,,
0400000US56,56,Wyoming,295328,5477,62.8,1.3,4.3,0.6,6.5,0.7,20.0,1.1,6.4,0.8,38111,3784,85.7,2.4,3.9,1.2,0.3,0.3,1.5,0.8,8.6,2.2,21473,2281,74.0,3.8,7.5,2.8,0.3,0.5,5.3,1.8,12.9,3.7,12181,1833,94.0,3.8,3.6,3.4,0.3,0.5,0.0,1.2,2.1,1.8,5422,1156,96.4,2.8,0.8,1.6,0.4,0.6,0.0,2.8,2.3,2.1,35044,3714,91.3,2.6,2.2,1.2,1.8,1.4,0.4,0.5,4.3,1.8,16963,2372,73.6,5.8,4.4,2.6,3.5,2.2,12.0,4.0,6.5,4.6,4279,1094,75.8,9.9,2.5,3.7,0.0,3.5,20.6,9.8,1.2,1.6,11271,2088,72.2,7.5,6.2,4.3,6.9,3.5,3.6,2.5,11.0,6.0,18985,2285,65.3,5.5,11.9,3.8,1.7,1.2,4.4,2.5,16.7,4.7,65559,4072,27.1,2.8,2.3,0.9,19.2,2.4,48.3,3.1,3.0,1.0,33510,3450,84.1,2.9,3.6,1.7,2.2,1.1,6.4,1.7,3.6,1.7,13768,2209,43.9,6.5,12.9,5.0,23.6,6.3,4.2,4.2,15.4,5.0,18762,2446,0.0,0.8,0.0,0.8,0.0,0.8,100.0,0.8,0.0,0.8,9.7,,,,,,,,,,,
0400000US72,72,Puerto Rico,1026611,11627,61.4,1.0,2.3,0.3,4.5,0.4,22.3,0.8,9.4,0.5,14314,2036,66.6,7.1,5.4,3.0,3.5,4.1,6.0,3.6,18.4,5.5,51357,4138,48.5,4.2,6.6,2.1,0.3,0.5,16.9,3.2,27.7,3.8,93580,5537,93.7,1.6,0.9,0.5,2.5,1.0,0.2,0.2,2.7,1.2,28589,2791,91.0,3.1,0.8,0.8,1.1,1.1,0.5,0.8,6.6,2.6,137381,7164,90.6,1.3,1.8,0.6,0.8,0.3,0.6,0.3,6.1,1.1,34860,2870,43.9,4.7,2.0,1.1,0.4,0.5,43.9,4.4,9.8,2.5,19382,2720,83.1,5.3,1.9,1.3,3.7,2.5,2.8,1.6,8.5,5.1,56185,4066,80.0,3.1,1.5,1.0,4.5,1.3,5.8,1.9,8.2,2.1,105208,5927,70.7,2.5,4.5,1.0,2.5,0.7,4.3,1.1,17.9,2.1,242293,7129,44.3,2.2,1.3,0.3,10.7,1.1,40.2,1.9,3.5,0.6,97181,5869,80.3,2.3,3.1,1.2,3.5,1.1,5.8,1.6,7.2,1.4,55219,3948,39.3,4.1,6.3,2.0,11.8,2.5,0.3,0.2,42.4,3.8,91062,5584,0.0,0.2,0.0,0.2,0.0,0.2,100.0,0.2,0.0,0.2,7.6,,,,,,,,,,,
